"","week","prop.ascertain","lim.non.HH","measure","intervention","ymin","lower","middle","upper","ymax"
"744",8,0.5,"10","hh.con.orig","Quarantine + SD",0,657,2691,7091,16321
"745",1,0.75,"10","hh.con.orig","Quarantine + SD",12,26,44,82,130
"746",2,0.75,"10","hh.con.orig","Quarantine + SD",23,60,120,210,519
"747",3,0.75,"10","hh.con.orig","Quarantine + SD",0,74,252,494,1065
"748",4,0.75,"10","hh.con.orig","Quarantine + SD",0,82,344,805,2540
"749",5,0.75,"10","hh.con.orig","Quarantine + SD",0,56,574,1626,4419
"750",6,0.75,"10","hh.con.orig","Quarantine + SD",0,18,981,3157,8270
"751",7,0.75,"10","hh.con.orig","Quarantine + SD",0,9,1330,5226,12845
"752",8,0.75,"10","hh.con.orig","Quarantine + SD",0,0,1684,5391,14363
"753",1,1,"10","hh.con.orig","Quarantine + SD",10,26,42,73,136
"754",2,1,"10","hh.con.orig","Quarantine + SD",12,63,117,190,407
"755",3,1,"10","hh.con.orig","Quarantine + SD",0,74,212,408,1030
"756",4,1,"10","hh.con.orig","Quarantine + SD",0,38,334,776,2255
"757",5,1,"10","hh.con.orig","Quarantine + SD",0,5,370,1341,5192
"758",6,1,"10","hh.con.orig","Quarantine + SD",0,0,404,2090,8452
"759",7,1,"10","hh.con.orig","Quarantine + SD",0,0,382,2428,16335
"760",8,1,"10","hh.con.orig","Quarantine + SD",0,0,209,1977,19352
"761",1,0,"Inf","hh.con.orig","Quarantine + SD",10,30,46,74,154
"762",2,0,"Inf","hh.con.orig","Quarantine + SD",18,67,136,310,621
"763",3,0,"Inf","hh.con.orig","Quarantine + SD",8,114,362,641,1485
"764",4,0,"Inf","hh.con.orig","Quarantine + SD",0,187,744,1511,3547
"765",5,0,"Inf","hh.con.orig","Quarantine + SD",7,420,1774,3405,8535
"766",6,0,"Inf","hh.con.orig","Quarantine + SD",0,996,3490,7664,17826
"767",7,0,"Inf","hh.con.orig","Quarantine + SD",0,2242,7700,17312,38718
"768",8,0,"Inf","hh.con.orig","Quarantine + SD",0,2503,9856,22220,53688
"769",1,0.25,"Inf","hh.con.orig","Quarantine + SD",14,30,47,82,139
"770",2,0.25,"Inf","hh.con.orig","Quarantine + SD",19,58,162,252,499
"771",3,0.25,"Inf","hh.con.orig","Quarantine + SD",13,134,364,627,1192
"772",4,0.25,"Inf","hh.con.orig","Quarantine + SD",15,254,653,1378,3246
"773",5,0.25,"Inf","hh.con.orig","Quarantine + SD",27,598,1338,3018,7224
"774",6,0.25,"Inf","hh.con.orig","Quarantine + SD",32,898,2876,5978,16307
"775",7,0.25,"Inf","hh.con.orig","Quarantine + SD",8,2192,6046,12667,36300
"776",8,0.25,"Inf","hh.con.orig","Quarantine + SD",8,2439,7901,17696,44621
"777",1,0.5,"Inf","hh.con.orig","Quarantine + SD",16,30,49,75,127
"778",2,0.5,"Inf","hh.con.orig","Quarantine + SD",21,73,147,245,532
"779",3,0.5,"Inf","hh.con.orig","Quarantine + SD",2,118,275,576,1191
"780",4,0.5,"Inf","hh.con.orig","Quarantine + SD",0,230,554,1130,2249
"781",5,0.5,"Inf","hh.con.orig","Quarantine + SD",0,254,1110,2479,4589
"782",6,0.5,"Inf","hh.con.orig","Quarantine + SD",0,488,2580,4773,10384
"783",7,0.5,"Inf","hh.con.orig","Quarantine + SD",0,959,4767,8901,21422
"784",8,0.5,"Inf","hh.con.orig","Quarantine + SD",0,1183,5434,12042,28171
"785",1,0.75,"Inf","hh.con.orig","Quarantine + SD",13,30,50,78,167
"786",2,0.75,"Inf","hh.con.orig","Quarantine + SD",29,85,139,213,440
"787",3,0.75,"Inf","hh.con.orig","Quarantine + SD",11,142,319,507,940
"788",4,0.75,"Inf","hh.con.orig","Quarantine + SD",0,137,466,1002,2637
"789",5,0.75,"Inf","hh.con.orig","Quarantine + SD",0,189,721,1844,5996
"790",6,0.75,"Inf","hh.con.orig","Quarantine + SD",0,224,1200,2957,13080
"791",7,0.75,"Inf","hh.con.orig","Quarantine + SD",0,383,2446,5759,22290
"792",8,0.75,"Inf","hh.con.orig","Quarantine + SD",0,309,2626,6907,23834
"793",1,1,"Inf","hh.con.orig","Quarantine + SD",10,26,46,85,145
"794",2,1,"Inf","hh.con.orig","Quarantine + SD",22,59,138,285,493
"795",3,1,"Inf","hh.con.orig","Quarantine + SD",9,105,264,513,1200
"796",4,1,"Inf","hh.con.orig","Quarantine + SD",0,25,322,895,2119
"797",5,1,"Inf","hh.con.orig","Quarantine + SD",0,0,354,1417,3349
"798",6,1,"Inf","hh.con.orig","Quarantine + SD",0,0,325,1542,5587
"799",7,1,"Inf","hh.con.orig","Quarantine + SD",0,0,120,1837,11322
"800",8,1,"Inf","hh.con.orig","Quarantine + SD",0,0,94,2113,11497
"801",1,0,"0","nhh.con.orig","Quarantine + SD",0,16,48,100,193
"802",2,0,"0","nhh.con.orig","Quarantine + SD",22,58,132,234,556
"803",3,0,"0","nhh.con.orig","Quarantine + SD",0,59,122,285,522
"804",4,0,"0","nhh.con.orig","Quarantine + SD",0,0,65,181,396
"805",5,0,"0","nhh.con.orig","Quarantine + SD",0,0,9,166,372
"806",6,0,"0","nhh.con.orig","Quarantine + SD",0,0,0,59,358
"807",7,0,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,282
"808",8,0,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,89
"809",1,0.25,"0","nhh.con.orig","Quarantine + SD",0,10,31,93,205
"810",2,0.25,"0","nhh.con.orig","Quarantine + SD",18,75,171,268,394
"811",3,0.25,"0","nhh.con.orig","Quarantine + SD",0,51,154,274,571
"812",4,0.25,"0","nhh.con.orig","Quarantine + SD",0,0,59,161,536
"813",5,0.25,"0","nhh.con.orig","Quarantine + SD",0,0,0,41,325
"814",6,0.25,"0","nhh.con.orig","Quarantine + SD",0,0,0,19,228
"815",7,0.25,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,188
"816",8,0.25,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,25
"817",1,0.5,"0","nhh.con.orig","Quarantine + SD",0,22,66,114,223
"818",2,0.5,"0","nhh.con.orig","Quarantine + SD",15,77,136,251,461
"819",3,0.5,"0","nhh.con.orig","Quarantine + SD",0,43,105,234,420
"820",4,0.5,"0","nhh.con.orig","Quarantine + SD",0,4,50,178,413
"821",5,0.5,"0","nhh.con.orig","Quarantine + SD",0,0,4,36,336
"822",6,0.5,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,185
"823",7,0.5,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,135
"824",8,0.5,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,50
"825",1,0.75,"0","nhh.con.orig","Quarantine + SD",0,17,50,86,180
"826",2,0.75,"0","nhh.con.orig","Quarantine + SD",5,93,160,250,472
"827",3,0.75,"0","nhh.con.orig","Quarantine + SD",0,25,116,264,589
"828",4,0.75,"0","nhh.con.orig","Quarantine + SD",0,0,48,164,446
"829",5,0.75,"0","nhh.con.orig","Quarantine + SD",0,0,0,86,451
"830",6,0.75,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,323
"831",7,0.75,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,350
"832",8,0.75,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,71
"833",1,1,"0","nhh.con.orig","Quarantine + SD",0,18,48,94,255
"834",2,1,"0","nhh.con.orig","Quarantine + SD",22,77,155,265,504
"835",3,1,"0","nhh.con.orig","Quarantine + SD",0,47,170,261,451
"836",4,1,"0","nhh.con.orig","Quarantine + SD",0,0,28,139,288
"837",5,1,"0","nhh.con.orig","Quarantine + SD",0,0,0,39,341
"838",6,1,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,221
"839",7,1,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,52
"840",8,1,"0","nhh.con.orig","Quarantine + SD",0,0,0,0,0
"841",1,0,"1","nhh.con.orig","Quarantine + SD",4,25,54,114,188
"842",2,0,"1","nhh.con.orig","Quarantine + SD",5,60,136,272,445
"843",3,0,"1","nhh.con.orig","Quarantine + SD",1,99,226,380,764
"844",4,0,"1","nhh.con.orig","Quarantine + SD",0,138,278,468,971
"845",5,0,"1","nhh.con.orig","Quarantine + SD",0,147,291,548,991
"846",6,0,"1","nhh.con.orig","Quarantine + SD",0,144,432,699,1182
"847",7,0,"1","nhh.con.orig","Quarantine + SD",0,196,488,1012,1718
"848",8,0,"1","nhh.con.orig","Quarantine + SD",0,130,466,888,1995
"849",1,0.25,"1","nhh.con.orig","Quarantine + SD",2,16,50,104,217
"850",2,0.25,"1","nhh.con.orig","Quarantine + SD",9,72,132,209,369
"851",3,0.25,"1","nhh.con.orig","Quarantine + SD",3,48,144,295,418
"852",4,0.25,"1","nhh.con.orig","Quarantine + SD",0,57,139,350,630
"853",5,0.25,"1","nhh.con.orig","Quarantine + SD",0,57,191,464,834
"854",6,0.25,"1","nhh.con.orig","Quarantine + SD",0,61,218,546,1128
"855",7,0.25,"1","nhh.con.orig","Quarantine + SD",0,72,290,640,1452
"856",8,0.25,"1","nhh.con.orig","Quarantine + SD",0,2,246,610,1239
"857",1,0.5,"1","nhh.con.orig","Quarantine + SD",2,9,31,86,161
"858",2,0.5,"1","nhh.con.orig","Quarantine + SD",6,68,136,239,412
"859",3,0.5,"1","nhh.con.orig","Quarantine + SD",9,107,216,374,661
"860",4,0.5,"1","nhh.con.orig","Quarantine + SD",0,64,216,413,738
"861",5,0.5,"1","nhh.con.orig","Quarantine + SD",0,50,178,398,768
"862",6,0.5,"1","nhh.con.orig","Quarantine + SD",0,61,200,428,1058
"863",7,0.5,"1","nhh.con.orig","Quarantine + SD",0,40,212,550,1431
"864",8,0.5,"1","nhh.con.orig","Quarantine + SD",0,2,136,434,1301
"865",1,0.75,"1","nhh.con.orig","Quarantine + SD",2,13,44,90,190
"866",2,0.75,"1","nhh.con.orig","Quarantine + SD",7,74,149,251,349
"867",3,0.75,"1","nhh.con.orig","Quarantine + SD",3,85,204,340,566
"868",4,0.75,"1","nhh.con.orig","Quarantine + SD",1,57,145,361,843
"869",5,0.75,"1","nhh.con.orig","Quarantine + SD",0,42,198,386,810
"870",6,0.75,"1","nhh.con.orig","Quarantine + SD",0,31,175,443,949
"871",7,0.75,"1","nhh.con.orig","Quarantine + SD",0,0,134,426,1089
"872",8,0.75,"1","nhh.con.orig","Quarantine + SD",0,0,98,315,1145
"873",1,1,"1","nhh.con.orig","Quarantine + SD",2,15,42,91,213
"874",2,1,"1","nhh.con.orig","Quarantine + SD",21,58,120,262,449
"875",3,1,"1","nhh.con.orig","Quarantine + SD",0,64,198,336,684
"876",4,1,"1","nhh.con.orig","Quarantine + SD",0,8,130,404,678
"877",5,1,"1","nhh.con.orig","Quarantine + SD",0,0,81,443,934
"878",6,1,"1","nhh.con.orig","Quarantine + SD",0,0,2,341,1243
"879",7,1,"1","nhh.con.orig","Quarantine + SD",0,0,0,320,1102
"880",8,1,"1","nhh.con.orig","Quarantine + SD",0,0,0,96,888
"881",1,0,"5","nhh.con.orig","Quarantine + SD",10,36,65,121,288
"882",2,0,"5","nhh.con.orig","Quarantine + SD",12,107,196,331,577
"883",3,0,"5","nhh.con.orig","Quarantine + SD",0,115,442,770,1357
"884",4,0,"5","nhh.con.orig","Quarantine + SD",0,194,758,1392,3044
"885",5,0,"5","nhh.con.orig","Quarantine + SD",0,379,1440,2747,6207
"886",6,0,"5","nhh.con.orig","Quarantine + SD",0,817,2392,5864,11649
"887",7,0,"5","nhh.con.orig","Quarantine + SD",0,1208,4596,11994,24400
"888",8,0,"5","nhh.con.orig","Quarantine + SD",0,1619,5574,14571,30328
"889",1,0.25,"5","nhh.con.orig","Quarantine + SD",12,27,56,104,238
"890",2,0.25,"5","nhh.con.orig","Quarantine + SD",31,106,192,340,565
"891",3,0.25,"5","nhh.con.orig","Quarantine + SD",11,168,391,699,1327
"892",4,0.25,"5","nhh.con.orig","Quarantine + SD",18,318,750,1217,2487
"893",5,0.25,"5","nhh.con.orig","Quarantine + SD",24,594,1134,2578,5765
"894",6,0.25,"5","nhh.con.orig","Quarantine + SD",46,859,2035,4549,11121
"895",7,0.25,"5","nhh.con.orig","Quarantine + SD",0,1514,3732,8208,22497
"896",8,0.25,"5","nhh.con.orig","Quarantine + SD",18,1730,4908,9663,24830
"897",1,0.5,"5","nhh.con.orig","Quarantine + SD",13,34,57,102,165
"898",2,0.5,"5","nhh.con.orig","Quarantine + SD",35,110,233,372,569
"899",3,0.5,"5","nhh.con.orig","Quarantine + SD",15,152,422,738,1387
"900",4,0.5,"5","nhh.con.orig","Quarantine + SD",0,292,642,1318,2043
"901",5,0.5,"5","nhh.con.orig","Quarantine + SD",0,454,1282,2340,3619
"902",6,0.5,"5","nhh.con.orig","Quarantine + SD",0,709,1748,4002,7541
"903",7,0.5,"5","nhh.con.orig","Quarantine + SD",0,1326,3546,5887,15656
"904",8,0.5,"5","nhh.con.orig","Quarantine + SD",0,1099,3848,7209,19726
"905",1,0.75,"5","nhh.con.orig","Quarantine + SD",11,27,52,95,220
"906",2,0.75,"5","nhh.con.orig","Quarantine + SD",27,86,176,315,477
"907",3,0.75,"5","nhh.con.orig","Quarantine + SD",15,132,296,569,1239
"908",4,0.75,"5","nhh.con.orig","Quarantine + SD",0,82,422,945,2132
"909",5,0.75,"5","nhh.con.orig","Quarantine + SD",0,76,448,1450,4316
"910",6,0.75,"5","nhh.con.orig","Quarantine + SD",0,6,790,2207,7064
"911",7,0.75,"5","nhh.con.orig","Quarantine + SD",0,0,1169,2652,12815
"912",8,0.75,"5","nhh.con.orig","Quarantine + SD",0,0,1021,2967,15761
"913",1,1,"5","nhh.con.orig","Quarantine + SD",10,30,58,105,219
"914",2,1,"5","nhh.con.orig","Quarantine + SD",25,105,178,275,511
"915",3,1,"5","nhh.con.orig","Quarantine + SD",0,106,291,511,1004
"916",4,1,"5","nhh.con.orig","Quarantine + SD",0,28,291,864,2018
"917",5,1,"5","nhh.con.orig","Quarantine + SD",0,0,228,1175,4486
"918",6,1,"5","nhh.con.orig","Quarantine + SD",0,0,130,1958,6603
"919",7,1,"5","nhh.con.orig","Quarantine + SD",0,0,86,2400,8088
"920",8,1,"5","nhh.con.orig","Quarantine + SD",0,0,40,2665,9744
"921",1,0,"10","nhh.con.orig","Quarantine + SD",23,41,77,128,233
"922",2,0,"10","nhh.con.orig","Quarantine + SD",30,72,235,385,762
"923",3,0,"10","nhh.con.orig","Quarantine + SD",73,204,504,903,1699
"924",4,0,"10","nhh.con.orig","Quarantine + SD",97,426,1135,2086,3582
"925",5,0,"10","nhh.con.orig","Quarantine + SD",215,1037,2084,4595,8901
"926",6,0,"10","nhh.con.orig","Quarantine + SD",364,1896,5276,9976,20954
"927",7,0,"10","nhh.con.orig","Quarantine + SD",710,4729,10711,23735,42626
"928",8,0,"10","nhh.con.orig","Quarantine + SD",434,5582,13614,31118,53200
"929",1,0.25,"10","nhh.con.orig","Quarantine + SD",18,39,69,106,183
"930",2,0.25,"10","nhh.con.orig","Quarantine + SD",30,103,218,378,680
"931",3,0.25,"10","nhh.con.orig","Quarantine + SD",12,161,458,759,1850
"932",4,0.25,"10","nhh.con.orig","Quarantine + SD",0,227,798,1631,3724
"933",5,0.25,"10","nhh.con.orig","Quarantine + SD",0,475,1778,3603,8427
"934",6,0.25,"10","nhh.con.orig","Quarantine + SD",0,867,3766,7930,21725
"935",7,0.25,"10","nhh.con.orig","Quarantine + SD",0,1490,6744,16451,43109
"936",8,0.25,"10","nhh.con.orig","Quarantine + SD",0,1816,9031,20466,56646
"937",1,0.5,"10","nhh.con.orig","Quarantine + SD",17,38,72,138,249
"938",2,0.5,"10","nhh.con.orig","Quarantine + SD",34,116,218,356,709
"939",3,0.5,"10","nhh.con.orig","Quarantine + SD",0,178,432,810,1627
"940",4,0.5,"10","nhh.con.orig","Quarantine + SD",0,238,688,1510,2836
"941",5,0.5,"10","nhh.con.orig","Quarantine + SD",0,360,1128,2452,4730
"942",6,0.5,"10","nhh.con.orig","Quarantine + SD",0,543,2058,4691,9600
"943",7,0.5,"10","nhh.con.orig","Quarantine + SD",0,955,3502,8711,18883
"944",8,0.5,"10","nhh.con.orig","Quarantine + SD",0,800,4111,11066,27027
"945",1,0.75,"10","nhh.con.orig","Quarantine + SD",23,41,66,110,207
"946",2,0.75,"10","nhh.con.orig","Quarantine + SD",42,138,248,358,935
"947",3,0.75,"10","nhh.con.orig","Quarantine + SD",0,135,494,876,1607
"948",4,0.75,"10","nhh.con.orig","Quarantine + SD",0,164,536,1355,3439
"949",5,0.75,"10","nhh.con.orig","Quarantine + SD",0,144,888,2475,5822
"950",6,0.75,"10","nhh.con.orig","Quarantine + SD",0,92,1317,4142,12607
"951",7,0.75,"10","nhh.con.orig","Quarantine + SD",0,25,2452,8201,20679
"952",8,0.75,"10","nhh.con.orig","Quarantine + SD",0,0,2678,8860,21163
"953",1,1,"10","nhh.con.orig","Quarantine + SD",18,38,68,128,310
"954",2,1,"10","nhh.con.orig","Quarantine + SD",20,96,170,348,606
"955",3,1,"10","nhh.con.orig","Quarantine + SD",0,141,381,756,1394
"956",4,1,"10","nhh.con.orig","Quarantine + SD",0,77,558,1270,3137
"957",5,1,"10","nhh.con.orig","Quarantine + SD",0,2,685,2448,8238
"958",6,1,"10","nhh.con.orig","Quarantine + SD",0,0,589,3553,13047
"959",7,1,"10","nhh.con.orig","Quarantine + SD",0,0,702,4741,22155
"960",8,1,"10","nhh.con.orig","Quarantine + SD",0,0,590,4524,26662
"961",1,0,"Inf","nhh.con.orig","Quarantine + SD",18,67,150,253,370
"962",2,0,"Inf","nhh.con.orig","Quarantine + SD",50,201,399,802,1213
"963",3,0,"Inf","nhh.con.orig","Quarantine + SD",31,356,968,1792,3900
"964",4,0,"Inf","nhh.con.orig","Quarantine + SD",0,402,2046,4051,9662
"965",5,0,"Inf","nhh.con.orig","Quarantine + SD",12,1208,5192,9658,23176
"966",6,0,"Inf","nhh.con.orig","Quarantine + SD",0,2632,10049,21528,51191
"967",7,0,"Inf","nhh.con.orig","Quarantine + SD",0,5981,21821,43363,105121
"968",8,0,"Inf","nhh.con.orig","Quarantine + SD",0,7123,26875,62810,154086
"969",1,0.25,"Inf","nhh.con.orig","Quarantine + SD",37,95,152,237,463
"970",2,0.25,"Inf","nhh.con.orig","Quarantine + SD",70,218,428,768,1268
"971",3,0.25,"Inf","nhh.con.orig","Quarantine + SD",58,428,785,1750,3195
"972",4,0.25,"Inf","nhh.con.orig","Quarantine + SD",61,716,1781,3581,8360
"973",5,0.25,"Inf","nhh.con.orig","Quarantine + SD",132,1488,3775,8520,17822
"974",6,0.25,"Inf","nhh.con.orig","Quarantine + SD",112,2786,9033,15962,44787
"975",7,0.25,"Inf","nhh.con.orig","Quarantine + SD",10,5344,18130,35903,92483
"976",8,0.25,"Inf","nhh.con.orig","Quarantine + SD",13,6572,22276,46266,119014
"977",1,0.5,"Inf","nhh.con.orig","Quarantine + SD",38,89,146,243,420
"978",2,0.5,"Inf","nhh.con.orig","Quarantine + SD",68,230,414,652,1590
"979",3,0.5,"Inf","nhh.con.orig","Quarantine + SD",5,338,812,1526,2835
"980",4,0.5,"Inf","nhh.con.orig","Quarantine + SD",0,473,1508,3461,6459
"981",5,0.5,"Inf","nhh.con.orig","Quarantine + SD",0,767,3130,7311,13239
"982",6,0.5,"Inf","nhh.con.orig","Quarantine + SD",0,1434,6950,12987,27417
"983",7,0.5,"Inf","nhh.con.orig","Quarantine + SD",0,2769,12932,24752,56965
"984",8,0.5,"Inf","nhh.con.orig","Quarantine + SD",0,3122,14954,33101,81168
"985",1,0.75,"Inf","nhh.con.orig","Quarantine + SD",35,70,153,215,420
"986",2,0.75,"Inf","nhh.con.orig","Quarantine + SD",85,244,409,594,1117
"987",3,0.75,"Inf","nhh.con.orig","Quarantine + SD",48,372,832,1370,2893
"988",4,0.75,"Inf","nhh.con.orig","Quarantine + SD",0,347,1452,2877,6362
"989",5,0.75,"Inf","nhh.con.orig","Quarantine + SD",0,551,2024,5381,14836
"990",6,0.75,"Inf","nhh.con.orig","Quarantine + SD",0,614,3363,7812,34342
"991",7,0.75,"Inf","nhh.con.orig","Quarantine + SD",0,1256,6149,15572,59516
"992",8,0.75,"Inf","nhh.con.orig","Quarantine + SD",0,752,7070,17616,60055
"993",1,1,"Inf","nhh.con.orig","Quarantine + SD",28,82,128,216,413
"994",2,1,"Inf","nhh.con.orig","Quarantine + SD",83,232,421,780,1315
"995",3,1,"Inf","nhh.con.orig","Quarantine + SD",16,190,716,1611,3250
"996",4,1,"Inf","nhh.con.orig","Quarantine + SD",0,75,1040,2238,6390
"997",5,1,"Inf","nhh.con.orig","Quarantine + SD",0,0,1056,3928,10159
"998",6,1,"Inf","nhh.con.orig","Quarantine + SD",0,0,764,5150,16766
"999",7,1,"Inf","nhh.con.orig","Quarantine + SD",0,0,472,5626,29806
"1000",8,1,"Inf","nhh.con.orig","Quarantine + SD",0,0,194,5529,30468
"1001",1,0,"0","hh_cases","Quarantine + SD",0,0,1,1,4
"1002",2,0,"0","hh_cases","Quarantine + SD",1,3,6,10,17
"1003",3,0,"0","hh_cases","Quarantine + SD",1,4,6,12,20
"1004",4,0,"0","hh_cases","Quarantine + SD",0,1,3,7,20
"1005",5,0,"0","hh_cases","Quarantine + SD",0,0,1,6,22
"1006",6,0,"0","hh_cases","Quarantine + SD",0,0,0,4,17
"1007",7,0,"0","hh_cases","Quarantine + SD",0,0,0,0,14
"1008",8,0,"0","hh_cases","Quarantine + SD",0,0,0,0,11
"1009",1,0.25,"0","hh_cases","Quarantine + SD",0,0,0,2,3
"1010",2,0.25,"0","hh_cases","Quarantine + SD",1,4,6,10,15
"1011",3,0.25,"0","hh_cases","Quarantine + SD",0,4,6,10,20
"1012",4,0.25,"0","hh_cases","Quarantine + SD",0,1,3,6,21
"1013",5,0.25,"0","hh_cases","Quarantine + SD",0,0,0,3,13
"1014",6,0.25,"0","hh_cases","Quarantine + SD",0,0,0,1,12
"1015",7,0.25,"0","hh_cases","Quarantine + SD",0,0,0,0,10
"1016",8,0.25,"0","hh_cases","Quarantine + SD",0,0,0,0,3
"1017",1,0.5,"0","hh_cases","Quarantine + SD",0,0,1,2,3
"1018",2,0.5,"0","hh_cases","Quarantine + SD",2,4,6,9,14
"1019",3,0.5,"0","hh_cases","Quarantine + SD",0,3,6,10,17
"1020",4,0.5,"0","hh_cases","Quarantine + SD",0,1,3,6,18
"1021",5,0.5,"0","hh_cases","Quarantine + SD",0,0,1,3,15
"1022",6,0.5,"0","hh_cases","Quarantine + SD",0,0,0,0,11
"1023",7,0.5,"0","hh_cases","Quarantine + SD",0,0,0,0,6
"1024",8,0.5,"0","hh_cases","Quarantine + SD",0,0,0,0,2
"1025",1,0.75,"0","hh_cases","Quarantine + SD",0,0,0,1,4
"1026",2,0.75,"0","hh_cases","Quarantine + SD",1,4,6,9,14
"1027",3,0.75,"0","hh_cases","Quarantine + SD",0,3,6,11,17
"1028",4,0.75,"0","hh_cases","Quarantine + SD",0,0,3,8,17
"1029",5,0.75,"0","hh_cases","Quarantine + SD",0,0,0,4,16
"1030",6,0.75,"0","hh_cases","Quarantine + SD",0,0,0,1,17
"1031",7,0.75,"0","hh_cases","Quarantine + SD",0,0,0,0,15
"1032",8,0.75,"0","hh_cases","Quarantine + SD",0,0,0,0,3
"1033",1,1,"0","hh_cases","Quarantine + SD",0,0,1,1,4
"1034",2,1,"0","hh_cases","Quarantine + SD",2,4,6,9,13
"1035",3,1,"0","hh_cases","Quarantine + SD",0,3,6,9,19
"1036",4,1,"0","hh_cases","Quarantine + SD",0,0,2,5,17
"1037",5,1,"0","hh_cases","Quarantine + SD",0,0,0,2,21
"1038",6,1,"0","hh_cases","Quarantine + SD",0,0,0,0,7
"1039",7,1,"0","hh_cases","Quarantine + SD",0,0,0,0,4
"1040",8,1,"0","hh_cases","Quarantine + SD",0,0,0,0,0
"1041",1,0,"1","hh_cases","Quarantine + SD",0,0,1,2,4
"1042",2,0,"1","hh_cases","Quarantine + SD",0,4,7,12,17
"1043",3,0,"1","hh_cases","Quarantine + SD",1,6,10,15,24
"1044",4,0,"1","hh_cases","Quarantine + SD",0,7,12,19,38
"1045",5,0,"1","hh_cases","Quarantine + SD",0,8,16,24,44
"1046",6,0,"1","hh_cases","Quarantine + SD",0,9,18,32,60
"1047",7,0,"1","hh_cases","Quarantine + SD",0,10,23,44,79
"1048",8,0,"1","hh_cases","Quarantine + SD",0,6,24,40,71
"1049",1,0.25,"1","hh_cases","Quarantine + SD",0,0,0,1,3
"1050",2,0.25,"1","hh_cases","Quarantine + SD",1,3,5,9,13
"1051",3,0.25,"1","hh_cases","Quarantine + SD",1,4,7,12,20
"1052",4,0.25,"1","hh_cases","Quarantine + SD",0,3,8,16,23
"1053",5,0.25,"1","hh_cases","Quarantine + SD",0,4,10,16,38
"1054",6,0.25,"1","hh_cases","Quarantine + SD",0,3,10,23,44
"1055",7,0.25,"1","hh_cases","Quarantine + SD",0,3,12,30,57
"1056",8,0.25,"1","hh_cases","Quarantine + SD",0,1,11,23,46
"1057",1,0.5,"1","hh_cases","Quarantine + SD",0,0,0,1,3
"1058",2,0.5,"1","hh_cases","Quarantine + SD",1,4,6,10,17
"1059",3,0.5,"1","hh_cases","Quarantine + SD",1,5,10,15,22
"1060",4,0.5,"1","hh_cases","Quarantine + SD",0,3,8,14,31
"1061",5,0.5,"1","hh_cases","Quarantine + SD",0,3,7,15,38
"1062",6,0.5,"1","hh_cases","Quarantine + SD",0,2,8,19,49
"1063",7,0.5,"1","hh_cases","Quarantine + SD",0,1,7,23,66
"1064",8,0.5,"1","hh_cases","Quarantine + SD",0,1,7,19,62
"1065",1,0.75,"1","hh_cases","Quarantine + SD",0,0,0,1,3
"1066",2,0.75,"1","hh_cases","Quarantine + SD",1,4,6,9,14
"1067",3,0.75,"1","hh_cases","Quarantine + SD",1,4,8,12,23
"1068",4,0.75,"1","hh_cases","Quarantine + SD",0,3,8,14,29
"1069",5,0.75,"1","hh_cases","Quarantine + SD",0,3,8,15,32
"1070",6,0.75,"1","hh_cases","Quarantine + SD",0,1,6,17,39
"1071",7,0.75,"1","hh_cases","Quarantine + SD",0,0,6,16,51
"1072",8,0.75,"1","hh_cases","Quarantine + SD",0,0,4,12,35
"1073",1,1,"1","hh_cases","Quarantine + SD",0,0,0,1,3
"1074",2,1,"1","hh_cases","Quarantine + SD",1,3,5,8,14
"1075",3,1,"1","hh_cases","Quarantine + SD",0,3,8,14,22
"1076",4,1,"1","hh_cases","Quarantine + SD",0,1,4,11,30
"1077",5,1,"1","hh_cases","Quarantine + SD",0,0,4,12,37
"1078",6,1,"1","hh_cases","Quarantine + SD",0,0,1,13,38
"1079",7,1,"1","hh_cases","Quarantine + SD",0,0,0,11,47
"1080",8,1,"1","hh_cases","Quarantine + SD",0,0,0,4,28
"1081",1,0,"5","hh_cases","Quarantine + SD",0,0,0,2,3
"1082",2,0,"5","hh_cases","Quarantine + SD",0,3,5,9,17
"1083",3,0,"5","hh_cases","Quarantine + SD",0,5,12,22,47
"1084",4,0,"5","hh_cases","Quarantine + SD",0,6,24,43,88
"1085",5,0,"5","hh_cases","Quarantine + SD",0,14,40,89,174
"1086",6,0,"5","hh_cases","Quarantine + SD",0,23,74,173,367
"1087",7,0,"5","hh_cases","Quarantine + SD",0,34,143,336,736
"1088",8,0,"5","hh_cases","Quarantine + SD",0,44,168,432,932
"1089",1,0.25,"5","hh_cases","Quarantine + SD",0,0,0,1,4
"1090",2,0.25,"5","hh_cases","Quarantine + SD",1,3,6,10,18
"1091",3,0.25,"5","hh_cases","Quarantine + SD",1,7,12,19,35
"1092",4,0.25,"5","hh_cases","Quarantine + SD",1,8,21,37,73
