"","week","prop.ascertain","lim.non.HH","measure","intervention","ymin","lower","middle","upper","ymax"
"1808",8,0,"0","con.iso","Quarantine + SD",0,0,0,0,1
"1809",1,0.25,"0","con.iso","Quarantine + SD",0,0,0,35,159
"1810",2,0.25,"0","con.iso","Quarantine + SD",0,0,18,73,264
"1811",3,0.25,"0","con.iso","Quarantine + SD",0,0,14,88,255
"1812",4,0.25,"0","con.iso","Quarantine + SD",0,0,0,60,179
"1813",5,0.25,"0","con.iso","Quarantine + SD",0,0,0,0,138
"1814",6,0.25,"0","con.iso","Quarantine + SD",0,0,0,0,67
"1815",7,0.25,"0","con.iso","Quarantine + SD",0,0,0,0,51
"1816",8,0.25,"0","con.iso","Quarantine + SD",0,0,0,0,0
"1817",1,0.5,"0","con.iso","Quarantine + SD",0,0,0,46,190
"1818",2,0.5,"0","con.iso","Quarantine + SD",0,0,12,80,262
"1819",3,0.5,"0","con.iso","Quarantine + SD",0,0,5,84,219
"1820",4,0.5,"0","con.iso","Quarantine + SD",0,0,0,25,200
"1821",5,0.5,"0","con.iso","Quarantine + SD",0,0,0,0,85
"1822",6,0.5,"0","con.iso","Quarantine + SD",0,0,0,0,57
"1823",7,0.5,"0","con.iso","Quarantine + SD",0,0,0,0,6
"1824",8,0.5,"0","con.iso","Quarantine + SD",0,0,0,0,0
"1825",1,0.75,"0","con.iso","Quarantine + SD",0,0,0,36,141
"1826",2,0.75,"0","con.iso","Quarantine + SD",0,0,12,90,228
"1827",3,0.75,"0","con.iso","Quarantine + SD",0,0,0,39,269
"1828",4,0.75,"0","con.iso","Quarantine + SD",0,0,0,15,189
"1829",5,0.75,"0","con.iso","Quarantine + SD",0,0,0,0,174
"1830",6,0.75,"0","con.iso","Quarantine + SD",0,0,0,0,142
"1831",7,0.75,"0","con.iso","Quarantine + SD",0,0,0,0,91
"1832",8,0.75,"0","con.iso","Quarantine + SD",0,0,0,0,0
"1833",1,1,"0","con.iso","Quarantine + SD",0,0,0,62,143
"1834",2,1,"0","con.iso","Quarantine + SD",0,0,0,68,325
"1835",3,1,"0","con.iso","Quarantine + SD",0,0,0,84,301
"1836",4,1,"0","con.iso","Quarantine + SD",0,0,0,8,211
"1837",5,1,"0","con.iso","Quarantine + SD",0,0,0,0,63
"1838",6,1,"0","con.iso","Quarantine + SD",0,0,0,0,42
"1839",7,1,"0","con.iso","Quarantine + SD",0,0,0,0,0
"1840",8,1,"0","con.iso","Quarantine + SD",0,0,0,0,0
"1841",1,0,"1","con.iso","Quarantine + SD",0,0,1,58,206
"1842",2,0,"1","con.iso","Quarantine + SD",0,1,40,124,278
"1843",3,0,"1","con.iso","Quarantine + SD",0,0,22,136,580
"1844",4,0,"1","con.iso","Quarantine + SD",0,1,58,196,547
"1845",5,0,"1","con.iso","Quarantine + SD",0,1,93,204,543
"1846",6,0,"1","con.iso","Quarantine + SD",0,1,107,298,820
"1847",7,0,"1","con.iso","Quarantine + SD",0,10,116,343,926
"1848",8,0,"1","con.iso","Quarantine + SD",0,2,153,326,711
"1849",1,0.25,"1","con.iso","Quarantine + SD",0,0,0,25,150
"1850",2,0.25,"1","con.iso","Quarantine + SD",0,1,24,61,266
"1851",3,0.25,"1","con.iso","Quarantine + SD",0,0,21,97,249
"1852",4,0.25,"1","con.iso","Quarantine + SD",0,0,36,109,219
"1853",5,0.25,"1","con.iso","Quarantine + SD",0,1,37,206,428
"1854",6,0.25,"1","con.iso","Quarantine + SD",0,0,39,160,554
"1855",7,0.25,"1","con.iso","Quarantine + SD",0,0,68,277,627
"1856",8,0.25,"1","con.iso","Quarantine + SD",0,0,28,224,612
"1857",1,0.5,"1","con.iso","Quarantine + SD",0,0,4,45,191
"1858",2,0.5,"1","con.iso","Quarantine + SD",0,0,18,98,275
"1859",3,0.5,"1","con.iso","Quarantine + SD",0,0,28,154,330
"1860",4,0.5,"1","con.iso","Quarantine + SD",0,0,36,118,462
"1861",5,0.5,"1","con.iso","Quarantine + SD",0,0,37,153,356
"1862",6,0.5,"1","con.iso","Quarantine + SD",0,0,18,136,342
"1863",7,0.5,"1","con.iso","Quarantine + SD",0,0,7,111,574
"1864",8,0.5,"1","con.iso","Quarantine + SD",0,0,12,122,535
"1865",1,0.75,"1","con.iso","Quarantine + SD",0,0,0,50,167
"1866",2,0.75,"1","con.iso","Quarantine + SD",0,0,8,102,207
"1867",3,0.75,"1","con.iso","Quarantine + SD",0,0,24,102,356
"1868",4,0.75,"1","con.iso","Quarantine + SD",0,0,18,116,382
"1869",5,0.75,"1","con.iso","Quarantine + SD",0,0,22,131,373
"1870",6,0.75,"1","con.iso","Quarantine + SD",0,0,13,96,328
"1871",7,0.75,"1","con.iso","Quarantine + SD",0,0,1,95,562
"1872",8,0.75,"1","con.iso","Quarantine + SD",0,0,0,100,531
"1873",1,1,"1","con.iso","Quarantine + SD",0,0,6,79,174
"1874",2,1,"1","con.iso","Quarantine + SD",0,0,25,87,254
"1875",3,1,"1","con.iso","Quarantine + SD",0,0,21,137,354
"1876",4,1,"1","con.iso","Quarantine + SD",0,0,24,102,279
"1877",5,1,"1","con.iso","Quarantine + SD",0,0,0,98,563
"1878",6,1,"1","con.iso","Quarantine + SD",0,0,0,38,380
"1879",7,1,"1","con.iso","Quarantine + SD",0,0,0,52,348
"1880",8,1,"1","con.iso","Quarantine + SD",0,0,0,8,264
"1881",1,0,"5","con.iso","Quarantine + SD",0,0,12,76,225
"1882",2,0,"5","con.iso","Quarantine + SD",0,0,30,119,282
"1883",3,0,"5","con.iso","Quarantine + SD",0,0,56,269,870
"1884",4,0,"5","con.iso","Quarantine + SD",0,6,189,474,1608
"1885",5,0,"5","con.iso","Quarantine + SD",0,53,384,1253,2896
"1886",6,0,"5","con.iso","Quarantine + SD",0,97,563,2322,6187
"1887",7,0,"5","con.iso","Quarantine + SD",0,161,1311,3980,14084
"1888",8,0,"5","con.iso","Quarantine + SD",0,251,1609,5021,14774
"1889",1,0.25,"5","con.iso","Quarantine + SD",0,0,0,71,197
"1890",2,0.25,"5","con.iso","Quarantine + SD",0,5,34,121,385
"1891",3,0.25,"5","con.iso","Quarantine + SD",0,0,71,274,874
"1892",4,0.25,"5","con.iso","Quarantine + SD",0,13,151,477,916
"1893",5,0.25,"5","con.iso","Quarantine + SD",0,78,380,969,2425
"1894",6,0.25,"5","con.iso","Quarantine + SD",0,166,614,1642,5691
"1895",7,0.25,"5","con.iso","Quarantine + SD",0,196,1252,3226,12947
"1896",8,0.25,"5","con.iso","Quarantine + SD",0,196,1503,3873,16678
"1897",1,0.5,"5","con.iso","Quarantine + SD",0,0,0,46,143
"1898",2,0.5,"5","con.iso","Quarantine + SD",0,0,53,171,430
"1899",3,0.5,"5","con.iso","Quarantine + SD",0,13,85,325,812
"1900",4,0.5,"5","con.iso","Quarantine + SD",0,9,196,491,1215
"1901",5,0.5,"5","con.iso","Quarantine + SD",0,45,258,902,1998
"1902",6,0.5,"5","con.iso","Quarantine + SD",0,40,430,1727,4035
"1903",7,0.5,"5","con.iso","Quarantine + SD",0,157,784,2111,7519
"1904",8,0.5,"5","con.iso","Quarantine + SD",0,235,886,2525,10516
"1905",1,0.75,"5","con.iso","Quarantine + SD",0,0,5,65,155
"1906",2,0.75,"5","con.iso","Quarantine + SD",0,3,31,100,358
"1907",3,0.75,"5","con.iso","Quarantine + SD",0,0,66,247,624
"1908",4,0.75,"5","con.iso","Quarantine + SD",0,0,74,297,1112
"1909",5,0.75,"5","con.iso","Quarantine + SD",0,0,108,452,1619
"1910",6,0.75,"5","con.iso","Quarantine + SD",0,0,192,837,4061
"1911",7,0.75,"5","con.iso","Quarantine + SD",0,0,196,1062,6751
"1912",8,0.75,"5","con.iso","Quarantine + SD",0,0,216,1095,5684
"1913",1,1,"5","con.iso","Quarantine + SD",0,0,0,54,184
"1914",2,1,"5","con.iso","Quarantine + SD",0,0,22,89,312
"1915",3,1,"5","con.iso","Quarantine + SD",0,0,54,191,454
"1916",4,1,"5","con.iso","Quarantine + SD",0,0,48,268,1029
"1917",5,1,"5","con.iso","Quarantine + SD",0,0,36,287,2502
"1918",6,1,"5","con.iso","Quarantine + SD",0,0,34,621,3326
"1919",7,1,"5","con.iso","Quarantine + SD",0,0,10,924,5175
"1920",8,1,"5","con.iso","Quarantine + SD",0,0,0,883,5503
"1921",1,0,"10","con.iso","Quarantine + SD",0,0,8,82,196
"1922",2,0,"10","con.iso","Quarantine + SD",0,10,35,98,382
"1923",3,0,"10","con.iso","Quarantine + SD",0,10,128,350,847
"1924",4,0,"10","con.iso","Quarantine + SD",0,93,331,782,2083
"1925",5,0,"10","con.iso","Quarantine + SD",0,132,751,1742,3847
"1926",6,0,"10","con.iso","Quarantine + SD",4,420,1484,3534,10230
"1927",7,0,"10","con.iso","Quarantine + SD",10,793,3378,6721,23518
"1928",8,0,"10","con.iso","Quarantine + SD",85,978,3600,9546,26985
"1929",1,0.25,"10","con.iso","Quarantine + SD",0,0,16,77,171
"1930",2,0.25,"10","con.iso","Quarantine + SD",0,10,69,154,464
"1931",3,0.25,"10","con.iso","Quarantine + SD",0,16,104,406,709
"1932",4,0.25,"10","con.iso","Quarantine + SD",0,40,238,684,1491
"1933",5,0.25,"10","con.iso","Quarantine + SD",0,58,610,1361,4101
"1934",6,0.25,"10","con.iso","Quarantine + SD",0,163,1331,3486,6951
"1935",7,0.25,"10","con.iso","Quarantine + SD",0,590,2338,6445,17883
"1936",8,0.25,"10","con.iso","Quarantine + SD",0,560,3488,8039,22202
"1937",1,0.5,"10","con.iso","Quarantine + SD",0,0,16,93,176
"1938",2,0.5,"10","con.iso","Quarantine + SD",0,20,75,160,350
"1939",3,0.5,"10","con.iso","Quarantine + SD",0,10,168,382,1076
"1940",4,0.5,"10","con.iso","Quarantine + SD",0,45,216,689,2015
"1941",5,0.5,"10","con.iso","Quarantine + SD",0,53,218,978,2199
"1942",6,0.5,"10","con.iso","Quarantine + SD",0,94,495,1846,5203
"1943",7,0.5,"10","con.iso","Quarantine + SD",0,237,1152,2867,8746
"1944",8,0.5,"10","con.iso","Quarantine + SD",0,206,1144,3901,13704
"1945",1,0.75,"10","con.iso","Quarantine + SD",0,0,0,77,162
"1946",2,0.75,"10","con.iso","Quarantine + SD",0,14,86,170,561
"1947",3,0.75,"10","con.iso","Quarantine + SD",0,33,112,334,796
"1948",4,0.75,"10","con.iso","Quarantine + SD",0,0,146,594,1277
"1949",5,0.75,"10","con.iso","Quarantine + SD",0,14,162,708,2291
"1950",6,0.75,"10","con.iso","Quarantine + SD",0,0,364,1314,5384
"1951",7,0.75,"10","con.iso","Quarantine + SD",0,0,614,2955,9498
"1952",8,0.75,"10","con.iso","Quarantine + SD",0,0,794,3098,13671
"1953",1,1,"10","con.iso","Quarantine + SD",0,0,0,62,211
"1954",2,1,"10","con.iso","Quarantine + SD",0,0,27,115,352
"1955",3,1,"10","con.iso","Quarantine + SD",0,0,79,311,694
"1956",4,1,"10","con.iso","Quarantine + SD",0,0,104,415,1230
"1957",5,1,"10","con.iso","Quarantine + SD",0,0,270,666,2767
"1958",6,1,"10","con.iso","Quarantine + SD",0,0,150,1076,4170
"1959",7,1,"10","con.iso","Quarantine + SD",0,0,86,1772,10118
"1960",8,1,"10","con.iso","Quarantine + SD",0,0,113,1604,11252
"1961",1,0,"Inf","con.iso","Quarantine + SD",0,0,0,116,306
"1962",2,0,"Inf","con.iso","Quarantine + SD",0,0,96,266,707
"1963",3,0,"Inf","con.iso","Quarantine + SD",0,36,238,541,1732
"1964",4,0,"Inf","con.iso","Quarantine + SD",0,74,503,1561,4386
"1965",5,0,"Inf","con.iso","Quarantine + SD",0,135,1102,3830,11052
"1966",6,0,"Inf","con.iso","Quarantine + SD",0,389,2928,8666,25211
"1967",7,0,"Inf","con.iso","Quarantine + SD",0,1158,6004,19991,41718
"1968",8,0,"Inf","con.iso","Quarantine + SD",0,2828,10130,23458,51712
"1969",1,0.25,"Inf","con.iso","Quarantine + SD",0,0,0,94,281
"1970",2,0.25,"Inf","con.iso","Quarantine + SD",0,0,94,314,852
"1971",3,0.25,"Inf","con.iso","Quarantine + SD",0,0,206,704,1627
"1972",4,0.25,"Inf","con.iso","Quarantine + SD",0,99,438,897,3742
"1973",5,0.25,"Inf","con.iso","Quarantine + SD",0,300,1146,2443,7498
"1974",6,0.25,"Inf","con.iso","Quarantine + SD",0,606,2668,6391,18170
"1975",7,0.25,"Inf","con.iso","Quarantine + SD",0,1744,5796,14397,45441
"1976",8,0.25,"Inf","con.iso","Quarantine + SD",0,1902,8388,17882,47954
"1977",1,0.5,"Inf","con.iso","Quarantine + SD",0,0,32,116,287
"1978",2,0.5,"Inf","con.iso","Quarantine + SD",0,0,98,255,671
"1979",3,0.5,"Inf","con.iso","Quarantine + SD",0,17,178,695,1943
"1980",4,0.5,"Inf","con.iso","Quarantine + SD",0,24,339,1369,4119
"1981",5,0.5,"Inf","con.iso","Quarantine + SD",0,173,794,2889,6856
"1982",6,0.5,"Inf","con.iso","Quarantine + SD",0,294,1443,5074,12350
"1983",7,0.5,"Inf","con.iso","Quarantine + SD",0,1185,3642,10018,24327
"1984",8,0.5,"Inf","con.iso","Quarantine + SD",0,1032,5104,13238,28714
"1985",1,0.75,"Inf","con.iso","Quarantine + SD",0,0,44,122,273
"1986",2,0.75,"Inf","con.iso","Quarantine + SD",0,11,108,252,748
"1987",3,0.75,"Inf","con.iso","Quarantine + SD",0,9,130,527,1199
"1988",4,0.75,"Inf","con.iso","Quarantine + SD",0,37,323,990,2103
"1989",5,0.75,"Inf","con.iso","Quarantine + SD",0,94,504,1936,5875
"1990",6,0.75,"Inf","con.iso","Quarantine + SD",0,97,624,3147,15794
"1991",7,0.75,"Inf","con.iso","Quarantine + SD",0,98,1968,5196,33976
"1992",8,0.75,"Inf","con.iso","Quarantine + SD",0,61,1914,6422,29519
"1993",1,1,"Inf","con.iso","Quarantine + SD",0,0,5,100,221
"1994",2,1,"Inf","con.iso","Quarantine + SD",0,14,165,394,886
"1995",3,1,"Inf","con.iso","Quarantine + SD",0,0,286,627,1546
"1996",4,1,"Inf","con.iso","Quarantine + SD",0,7,372,912,3021
"1997",5,1,"Inf","con.iso","Quarantine + SD",0,0,311,1484,4345
"1998",6,1,"Inf","con.iso","Quarantine + SD",0,0,126,1500,7647
"1999",7,1,"Inf","con.iso","Quarantine + SD",0,0,56,1527,15047
"2000",8,1,"Inf","con.iso","Quarantine + SD",0,0,25,1730,16245
